file,language,index,label,word_index,start,end,mid,duration_s,mean_f0_hz,min_f0_hz,max_f0_hz,onset_f0_hz,offset_f0_hz,pitch_movement_st,pitch_movement,symbol,symbol_marked,mean_intensity_db,relative_height_st,prominence_score,stress_class,is_prominent,voiced_frames,f1_hz,f2_hz,f3_hz,phones
doreco_port1286_2017_06_30_Jaklin.wav,es,16,no,12,12.713,13.173,12.943,0.46000000000000085,167.69253782746617,78.03292999222931,206.1263814950565,198.41361702991253,78.03292999222931,-16.156272767013405,falling,\\,\\,68.41707628354577,-2.5432685987783863,23.436224417133623,SS2,False,7,534.5347237186913,1694.3794368877575,3231.152178899016,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,17,no,13,15.614,15.894,15.754000000000001,0.27999999999999936,207.5897894339555,202.9878495817655,209.06175302568624,208.8971260261227,202.9878495817655,-0.49679124974544114,level,–,–,70.51553175891279,1.1517353173479412,6.469147837449894,SS2,False,10,677.2715769894631,2507.3842056113285,3143.1262630016477,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,18,no,14,16.514,16.794,16.654,0.28000000000000114,229.8631929032096,226.95680407098365,233.16180057079123,230.418690673071,228.9154762979926,-0.11331293802583559,level,–,–,63.718861503830375,2.9162151584141194,7.5782825565931695,SS2,False,4,758.7554024620766,1903.614515640631,2599.9221079707518,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,19,no,15,16.834,16.954,16.894,0.120000000000001,232.79781844660675,231.69092470471625,235.54663406067073,234.56029041495242,231.83746738877412,-0.20214065815025223,level,–,–,77.6139335842222,3.1358399667925108,8.442537968311651,SS2,False,10,487.8126983882628,2642.6422321176565,2667.933647660638,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,20,no,16,17.034,17.094,17.064,0.060000000000002274,227.78107607230564,226.0497311780959,229.19966152047613,227.77509274895985,229.19966152047613,0.10793900225940897,level,–,–,70.16721946539813,2.7586842258754687,7.673312006750803,SS2,False,10,464.1205086184495,1846.4516265674883,3201.93233156983,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,21,no,17,17.174,17.474,17.323999999999998,0.3000000000000007,247.5382686843612,224.3731190488763,285.7765957184195,224.3731190488763,285.7765957184195,4.187855088272822,rising,//,//,75.09039333498315,4.198728447254979,13.390199268927127,SS2,False,9,479.4102634094748,2612.3205822637665,2834.811860371513,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,22,no,18,17.634,17.874,17.753999999999998,0.23999999999999844,132.2692406435522,97.16375941935085,219.53199087705255,219.53199087705255,97.98406315826021,-13.965745992581546,falling,\\,\\,70.74965949768648,-6.651359294851437,25.447091667340445,SS2,False,10,620.7967761358025,2863.691597501313,3642.2161438077724,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,23,no,19,18.414,18.574,18.494,0.16000000000000014,199.0865066708812,197.22197181823907,200.93178100950777,197.22197181823907,198.991895495357,0.1546726537725983,level,–,–,71.71678356033017,0.4276548290125147,5.450998825198321,SS2,False,10,755.6045963660503,2267.129055528934,3078.1257779519747,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,24,no,20,18.814,18.994,18.904,0.17999999999999972,204.54635216071497,195.99476566086125,210.75563543584659,195.99476566086125,206.56339873788167,0.9092342181669466,rising,/,/,74.461479601639,0.8960432059954395,6.783736608227946,SS2,False,10,472.47873820453435,1653.6604445280464,3222.1066162995876,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,25,no,21,19.374,19.694,19.534,0.3200000000000003,196.0227232247591,191.08760439260848,201.20221224236178,199.4833448277523,191.8393413445224,-0.6764362568842152,level,–,–,75.78335337872844,0.15916034022553918,5.866930732258892,SS2,False,10,367.50027763666174,2115.0325103031873,2974.8867865934703,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,26,no,22,20.214,20.554,20.384,0.33999999999999986,200.84597475076163,187.93309780316443,212.3263751903454,187.93309780316443,210.20497267622324,1.9389315534307987,rising,/,/,75.73354709071445,0.5799840766631174,7.548257513722493,SS2,False,10,676.5342450308661,1505.013187296997,3002.2810247753255,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,27,no,23,20.594,20.694,20.644,0.09999999999999787,207.74474018209526,198.78389759672714,211.51397128826022,210.44965919703685,198.78389759672714,-0.9872913195236358,falling,\,\,68.9699699709157,1.1646529056737465,6.91074302403401,SS2,False,10,474.47790202206386,1784.8602996516215,2844.0114924776417,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,28,no,24,20.795,20.935,20.865000000000002,0.13999999999999702,253.30499405976389,251.1115590618951,256.5510353852704,252.62865391909764,256.5510353852704,0.2667307756165259,level,–,–,70.51413294063623,4.597415752533082,9.684711845775055,SS2,False,7,587.15862961445,1510.3683623970924,3308.419572193606,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,29,no,25,20.955,21.095,21.025,0.14000000000000057,255.88298297930254,251.86726207173615,257.27488797257354,256.4700488540899,255.65278265222702,-0.0552555047292203,level,–,–,70.2373094504945,4.772719983279238,9.637467866028238,SS2,False,10,648.5386680256122,1576.4796701356488,3288.1234298999425,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,30,no,26,21.215,21.495,21.355,0.28000000000000114,200.80673190541341,194.37936730910891,207.07289389063095,207.07289389063095,194.37936730910891,-1.0951635028989397,falling,\,\,70.63704907540502,0.5766011267096164,6.497246592624757,SS2,False,7,526.109587369375,1726.4708095896447,3059.2956261587133,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,31,no,27,21.575,21.875,21.725,0.3000000000000007,190.3417718354198,186.27328825871143,205.980171352305,192.8191221853723,186.27328825871143,-0.5979279312542105,level,–,–,70.97591699115858,-0.3499840278913673,5.786948638791921,SS2,False,10,858.8187654125849,1981.0376764965288,3270.87562103707,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,32,no,28,22.315,22.515,22.415,0.1999999999999993,85.93332892691494,84.91162379761087,86.69064680169699,86.69064680169699,86.5222362633377,-0.03366471880634514,level,–,–,63.67438586843214,-14.117614230591712,18.698254384135346,SS2,False,8,483.39422845153763,1932.1368427748089,2688.518568709528,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,33,no,29,23.355,23.515,23.435000000000002,0.16000000000000014,200.8344093025553,196.15179756795126,207.28322804460075,204.09248311878162,207.28322804460075,0.26856408312172964,level,–,–,77.1073843065467,0.5789871398681936,5.931846595251792,SS2,False,10,728.4018950904166,1299.6629251695165,3128.019910017248,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,34,no,30,23.535,23.655,23.595,0.120000000000001,203.81903766289307,197.23583141871563,207.98904779558072,206.72552261282547,205.75032144404986,-0.08186198722329381,level,–,–,73.47748392245641,0.83437524951461,5.85533659363616,SS2,False,10,411.58295058287064,1376.506778283758,2804.9403531262096,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,35,no,31,23.675,23.815,23.745,0.14000000000000057,214.82310650309682,209.14307388153273,221.09478021445756,209.14307388153273,211.97459179443618,0.23281351013685947,level,–,–,72.21376201693047,1.7446996472285612,6.86606363804264,SS2,False,10,440.5682647258938,1951.7558571300465,3025.3516949415616,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,36,no,32,23.855,24.135,23.995,0.28000000000000114,235.63764593259984,222.37328202349525,275.3521493877509,227.14214170630154,275.3521493877509,3.3321897108733673,rising,//,//,70.97533022618379,3.3457500458594005,11.516952965780119,SS2,False,10,705.5906263128969,1753.208594633503,3269.507152891375,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,37,no,33,24.735,25.235,24.985,0.5,169.36657696115537,95.4506805045511,192.27383911779725,116.55020844496845,181.9210429922727,7.708330151755668,rising,//,//,69.86204096939244,-2.3713001071612814,14.874111897692647,SS2,False,9,389.002500709877,1833.7574385556672,2967.9859480103255,n o
doreco_port1286_2017_06_30_Jaklin.wav,es,38,no,34,25.275,25.375,25.325,0.10000000000000142,189.83167627178395,188.66512125979807,191.34929895211917,188.66512125979807,189.69220541238226,0.09399196466072288,level,–,–,73.12118651891436,-0.39644152471973537,5.415280950137032,SS2,False,10,708.2472037713334,1790.6330176177867,3069.8732646007343,n o
